Name,Rating,Origin,Roast Level,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,Review
Ethiopia Arbegona Yaye Washed,95,"Chericho, Sidamo growing region, Ethiopia",Light,9,9,9,9,9,"A deep, layered, enigmatic cup that rewards in every category, from its vibrant, balanced acidity to its viscous, delicate body — an all-around great washed Ethiopia cup."
Sumatra Putra Gayo Natural,94,"Aceh Province, Sumatra, Indonesia",Medium-Light,9,9,9,9,8,"This rare natural-processed Sumatra offers complexity and depth with its perfumy nose and fruit-driven, cocoa-toned cup, complicated by earthy-sweet florals throughout the profile."
El Salvador Finca Plan del Hoyo Microlot,94,"Llamatepec, Apaneca growing region, El Salvador",Medium-Light,9,9,9,9,8,"A rich-toned, multi-layered El Salvador comprised of unusual varieties of Arabica for the region — juicy, high-toned, chocolaty and harmonious."
Kenya Kichwa Tembo,94,Kenya,Medium-Light,9,9,8,9,9,"A powerhouse Kenya: sweetly herbaceous, brightly tart, deeply sweet, floral-toned."
Milano Coffee Blend,87,Not disclosed,Medium,8,7,7,8,7,"A darker-roasted, cocoa-toned blend with a smoky throughline supported by nut and floral tones."
Costa Rica,88,"Tarrazu, Costa Rica",Medium,8,7,8,8,7,A sweetly roasty Costa Rica with spice-toned florals and sweet dried fruit notes that has gently smoky aromatic wood undertones
Ethiopia Sidama Alice Orchard Natural G1,95,"Sidamo growing region, southern Ethiopia",Light,9,9,9,9,9,"An unabashedly fruit-driven cup with notes of red berries, tropical fruit and complex citrus notes — especially vibrant, juicy-bright acidity."
Kenya Gachatha,93,"Nyeri growing region, south-central Kenya",Light,9,9,8,9,8,"A recognizably Kenyan cup with characteristic currant notes, crisp cocoa nib, and a savory resonance throughout the profile."
Colombia Fruit Loops Gesha Washed,94,"Huila Department, Colombia",Light,9,9,9,9,8,"A multi-layered, uniquely composed Colombia Geisha that’s equal parts fruity and floral — very rich, deep-toned."
Kenya Gachatha AA Top,94,"Nyeri growing region, south-central Kenya",Light,9,9,9,9,8,"A deep, rich, satisfyingly savory-edged Kenya that has all the classic notes: black currant, cocoa nib, spice-toned florals and sweet tomato."
Ethiopia Bench-Maji Lucy Station Geisha Washed,94,"Bench-Maji Zone, southern Ethiopia",Light,9,9,8,9,9,"A lovely washed Ethiopia Geisha: bright, balanced, juicy and confident."
Ethiopia Yirgacheffe Lalisa Black Honey TOH#2,94,"Gedeb District, Gedeo Zone, Ethiopia",Light,9,9,9,9,8,A satisfying Ethiopia black honey with savory undertones supporting richly sweet fruit and herb notes.
Colombia Tolima Villa Karina Bourbon Naranja Honey,93,"Tolima Department, Colombia",Light,9,9,8,9,8,"A pretty honey-processed Colombia Bourbon with notes of stone fruit, floral-toned spices and rich aromatic wood."
Gimbo Geisha,93,"Gimbo, Kaffa Province, Ethiopia",Light,9,9,8,9,8,A high-toned Ethiopia Geisha natural with especially inviting acidity and a distinct Concord grape throughline.
Sakicha,93,"Guji Zone, Oromia region, southern Ethiopia",Light,9,8,9,9,8,A cleanly fruit-centered natural-processed Ethiopia with pretty citrus and spice impulses.
Ethiopia Daye Bensa,92,"Sidamo (also growing region, south-central Ethiopia",Medium-Light,9,8,8,9,8,This natural-processed Ethiopia is cocoa-toned and crisply fruity — balanced and transparent.
Ethiopia Koke Natural,93,"Yirgacheffe growing region, south-central Ethiopia",Light,9,8,9,9,8,"A richly sweet, balanced Ethiopia natural, dessert-like in the cup and supported by sweet herb and citrus notes."
Panama Hacienda La Esmeralda Nano GIGANTE 4FC-N Geisha Washed,97,"Cañas Verdes, Boquete, Panama",Light,9,10,9,10,9,"This lushly floral and stone fruit-laden Panama Geisha dazzles with its finesse and balance — especially its juicy, high-pitched acidity and complex, nuanced aromatics. A carefully grown and roasted coffee that deserves your best brewing method."
Kenya Washed Kiambu Maganjo AA TOP,95,"Kiambu growing region, south-central Kenya",Medium-Light,9,9,9,9,9,A recognizably Kenyan coffee with its red currant nose and floral-savory acidity — wide-ranging and deeply attractive.
Ethiopia Washed Yirgacheffe Botabaa Lot,95,"Gedeo Zone, SNNPR, southern Ethiopia",Light,9,9,9,9,9,"A classic washed Ethiopia cup: floral-toned, stone fruit-driven with a cocoa nib throughline, sweet citrus and resiny myrrh-like underpinnings."
Bella Carmona Honey Guatemala,93,"Sacatepequez, Antigua, Guatemala",Medium-Light,9,9,8,9,8,"This richly nutty, bright Guatemala has a balanced apple-like acidity and leading notes of almond nougat and red plum."
Ethiopia Sidama G1 Bona Zuria Ayele Tulu Honey,93,"Bona Zuria Woreda, Sidamo growing region, southern Ethiopia",Medium-Light,9,8,9,9,8,"A very sweet, tropical fruit-driven Ethiopia natural with undertones of herbs and aromatic wood."
Ecuador Galo Morales,94,"San Jose de Minas, Pichincha, Ecuador",Light,9,9,9,9,8,"A richly floral, sweetly herbaceous, complex, deep-toned Ecuador Sidra, vibrant and engaging."
Orange Bourbon Natural,95,"Ka‘ū growing district, Big Island of Hawai’i",Light,9,9,9,9,9,"A lyrically composed Bourbon (Red + Yellow = Orange) that’s driven by rich floral notes, tropical fruit and sweet nut and citrus — compellingly deep and complex."
Ethiopia Yirgacheffe Huke Premium Washed G1,95,"Yirgacheffe growing region, south-central Ethiopia",Light,9,9,9,9,9,"A great example of an affordable, meticulously processed and roasted washed Ethiopia with telltale notes of bergamot and cocoa nib — familiar yet elevated."
Ethiopia Yirgacheffe Huke Premium Natural G1,94,"Yirgacheffe growing region, south-central Ethiopia",Light,9,9,9,9,8,"A berry-driven, enticingly chocolaty Ethiopia natural — crisp, complex, deep-toned and supported by sweet nut and herb notes."
Colombia El Vergel #1,94,"Huila Department, Colombia",Light,9,9,9,9,8,"A tart-leaning washed Colombia Caturra that gets ballast from rich chocolate notes throughout the profile, and sweet-spicy citrus zest notes complicate and invite."
Ethiopia Sidama Bensa,94,"Sidamo growing region, southern Ethiopia",Light,9,8,9,9,9,"A classic washed Ethiopia profile: elegant, stone fruit-driven, invitingly floral, cocoa-driven."
Ethiopia Guji Rosechee Washed G1,94,"Guji Zone, Oromia region, southern Ethiopia",Light,9,9,8,9,9,"An exceptionally floral-toned, washed Guji with tropical fruit and myrrh-like impulses — evocative, lush, resonant."
Ethiopia Bench-Maji Lucy Geisha,94,"Bench-Maji Zone, Southern Ethiopia",Light,9,9,9,9,8,"A complex, rich-toned washed Ethiopia Geisha centered around rich floral and chocolate notes complicated by sweet herbs and nuts."
Kenya Ibonia Estate AA,93,"Kiambu County, Kenya",Light,9,9,8,9,8,"A Kenya characterized by warm spice notes, vanilla-like florals, citrus zest and rich aromatic wood."
Kenya Kamwangi,93,"Gichugu Division, Kirinyaga County, central Kenya",Medium-Light,9,9,8,9,8,"Classic currant and cocoa notes are front and center in this even-keeled, inviting Kenya cup, complicated by rich nut and complex citrus notes."
Attaboy Blend,92,Colombia; Ethiopia,Medium-Light,8,8,9,9,8,A Colombia/Ethiopia blend with a chocolate throughline and stone fruit and aromatic wood undertones.
Ethiopia Oromi Guji Hamela Wamena Tirtira Goyo Natural G1,95,"Guji Zone, Oromia Region, southern Ethiopia",Light,9,9,9,9,9,"A sweetly citrusy, chocolaty, herbaceous natural Ethiopia that’s complex, multi-layered and deeply aromatic."
Billie Blend,93,Ethiopia; Costa Rica,Medium-Light,9,8,8,9,9,"A blend of coffees from Ethiopia and Costa Rica — a washed, a natural and a honey — with a pretty floral throughline."
Acacia Hills Geisha,96,"Karatu, Oldeani Region, Tanzania",Medium-Light,9,9,9,10,9,"A uniquely composed washed Tanzania Geisha that ranges from delicate florals to savory/umami impulses to sweet-tart berry notes, covering the full sensory spectrum with grace and intensity."
Nsoga Iweyza Tanzania,95,"Mbeya, Tanzania",Medium-Light,9,9,9,9,9,"Akin to a classic Kenya in its power and finesse, this Tanzania brings it with complex berry, floral, chocolate and spice notes — flavor-laden and aromatically alive."
Red,93,Not disclosed,Light,9,8,9,9,8,"A bright, vibrant natural-processed coffee that’s all berries up front with a base of cocoa nib and hazelnut throughout the profile."
El Salvador El Naranjito,93,"Ahuachapan, El Salvador",Medium-Light,9,9,8,9,8,"A citrus-driven El Salvador single-estate Pacas, honey-processed — bright, balanced, juicy-sweet."
Guatemala Acodihue,92,"Huehuetenango, Guatemala",Medium-Light,9,8,8,8,9,"A spice-toned, sweetly nutty washed Guatemala supported by crisp chocolate and rich aromatic wood notes."
Rwanda Isimbi,93,"Huye District, Southern Province, Rwanda",Light,9,9,8,9,8,"An inviting washed Rwanda — poised, richly sweet, balanced in composition."
Wilton Benitez Java,96,"Piendamó, Cauca Department, Colombia",Light,9,9,9,10,9,"This Wilton Benitez thermal-shock Java is, at turns, lush and lithe, bright and bountiful — a uniquely composed, very delicious coffee that’s somewhat of a bargain in the high-end space, as well."
Ethiopia Guji Narcissus Washed G1,94,"Guji Zone, Oromia region, southern Ethiopia",Light,9,9,8,9,9,"A classic washed Ethiopia cup — high-toned, balanced, with leading notes of sweet florals, stone fruit and cocoa nib."
Costa Rica Brunca Don Senel,93,"Perez Zeldon, San Jose, Costa Rica",Medium-Light,9,8,9,9,8,"Baking chocolate and orange zest are the throughlines that carry this Costa Rica Red Honey with an especially viscous, mouth-filling body."
El Salvador Ojo de Agua Carlos Poa,93,"Juayúa, Apaneca Illamatepec, El Salvador",Light,9,8,9,9,8,"This anaerobic El Salvador displays fruit and florals at the top, with undertones of cocoa and sweet herbs."
Honduras Honey Decaf Mountain Water,91,"Marcala growing region, Honduras",Light,8,8,9,8,8,"A very respectable water-processed decaf grown in Honduras, caramelly and crisply floral."
Asobombo Colombia,94,"Pitalito, Huila Department, Colombia",Light,9,9,9,9,8,"A richly sweet-tart, high-toned Colombia Pink Bourbon that’s confident, and right so, as it hits all the notes, from tropical fruit and the top to dark chocolate at the bottom, with a complex mid-palate of spicy florals."
Alto Lagunillas by Wilson Sucaticona,93,"Puno, Peru",Medium-Light,9,9,8,9,8,"A washed Peru cup that offers chocolaty sweetness, fruit finesse, and vanilla-like florals throughout the nuanced profile."
Panama Hacienda La Esmeralda Special Nano Geisha Gigante Washed Euphora Lot,96,"Boquete growing region, western Panama",Light,9,10,9,9,9,"A vivid exemplar of Panama’s ongoing Geisha prowess — this washed coffee is classically bright, intensely sweet, complexly floral, and quite nuanced in its multi-layered appeal."
Costa Rica Las Lajas Black Diamond Bourbon,95,"Sabanilla de Alajuela, Central Valley, Costa Rica",Light,9,9,9,9,9,"A juicy, fruit-forward, floral-toned Costa Rica natural that evokes the tropics with its sweet-tart profile — think kiwi, lychee, pikake flower — and satiating chocolaty-sweet cup."
Biru Bekele Ethiopia,93,"Guji Zone, Oromia Region, southern Ethiopia",Light,9,9,8,9,8,A savory throughline complicates this otherwise stone fruit- and cocoa-driven cup: a classic washed Ethiopia.
Finca La Secreta Colombia Lychee Co-Ferment,93,"Ciudad Bolivar, Antioquia, Colombia.",Light,9,8,9,9,8,"A uniquely composed, rich-toned, fruity Colombia processed by the anaerobic method with fresh lychee fruit added to the fermentation."
Ethiopia Sidama Berry Mousse Natural G1,93,"Sidamo, Ethiopia",Medium-Light,9,8,9,9,8,"A cleanly fruit-forward, berry-driven Sidama natural supported by nut and spicy floral tones."
Ethiopia Yirgacheffe Citrus Glow Washed G1,93,"Yirgacheffe growing region, south-central Ethiopia",Light,9,9,8,9,8,"Citrus and sweet herbs complicate this washed Ethiopia cup, harmonizing well with stone fruit and cocoa nib."
Rwanda Kinini Village,92,"Northern Provence, Rulindo District, Rwanda",Medium-Light,9,8,9,8,8,"This natural-processed Rwanda offers a berry and chocolate throughline, supported by rich aromatic wood notes."
Ethiopia Kayon Mountain Natural,92,"Odo Shakiso District, Guji Zone, southern Ethiopia",Light,9,8,8,9,8,An easygoing Ethiopia natural with notes of dried stone fruit and baking chocolate throughout the cup.
Natural Brazil Peaberry from Black Coffee Producers,92,"Minas Gerais, Brazil",Medium-Light,8,8,9,9,8,"A quietly confident, nut-toned Brazil with undertones of citrus and 
fresh-cut oak."
Wonderblend,93,Java; Burundi; Ethiopia,Medium-Light,9,8,9,9,8,"A fruit extravaganza from three natural-processed coffees grown in different world regions/terroir (Java, Burundi, Ethiopia) — juicy, creamy, deeply sweet."
Ethiopia Sidama Arbegona Bursa Natural,93,"Arbegona Woreda, Bursa Kebele, Sidamo Region, Ethiopia",Light,9,9,8,9,8,"A crisp, clean Ethiopia natural centered around notes of cocoa-toned stone fruit, bittersweet nuts and sweet florals."
Hundred Mango Summer Blend,92,Kenya; Colombia,Light,9,8,8,9,8,What do you get when you cross a classic Kenya with an anaerobic Colombia? A sweet-savory fruit bomb!
Double Happiness by Brandon Jew,93,"Odo Shakiso District, Guji Zone, southern Ethiopia",Light,9,9,8,9,8,"Designed in collaboration with Brandon Jew, chef of Mr. Jiu’s, this S.O. washed Ethiopia is — dare we say? — tea-like in nature with its delicate stone fruit and sweet herb throughlines."
Burundi Heza Station,92,"Kayanza, Burundi",Light,9,8,8,9,8,"This nuanced washed Burundi is part of NBA player Jimmy Butler’s Covid startup. A classic Burundi cup, it has a crisply chocolaty, sweet nutty profile with some backbone from tannic red grape notes."
Sense of Urgency Blend,92,Indonesia; Colombia; Kenya,Medium,9,8,9,9,7,"A deftly darker-roasted blend designed to celebrate the 30th anniversary of Chef Thomas Keller’s The French Laundry — deeply chocolaty, gently spice-toned, sweetly earthy."
Colombia Medium Roast,91,Colombia,Medium-Light,8,8,8,9,8,"Actress Sophia Vergara’s line of Colombia coffees celebrates her homeland and its chief export — all farmed by women. The medium roast is balanced, chocolaty and richly sweet."
Brown Bear Melange AKA Kyle’s Blend,90,Africa; Indonesia; Central America,Medium,8,8,9,8,7,"You can almost smell it, smoky and rich, on the set of Twin Peaks (served in a classic diner mug, black, of course). Despite its roast prominence, this blend avoids bitterness and hits all the deep, sweet notes."
Ralph’s Roast,90,Central America; South America,Medium-Dark,8,8,8,8,8,"Designed in “classic coffee shop” style, this blend of coffees from Central and South America is roasted by La Colombe for iconic American fashion designer Ralph Lauren’s coffee line."
Magnificent Medium Roast,88,Brazil; Colombia,Medium,8,7,8,8,7,"A sweet-toned blend of Brazil and Colombia coffees, gently drying and mellow."
Social Dog,87,Peru; Nicaragua,Medium,8,7,7,8,7,"A blend of coffees from Peru and Nicaragua, sweet but with a somewhat overbearing peanut throughline."
How Ya Doin’?,83,Colombia; Brazil,Medium-Dark,7,6,6,7,7,"A rather flat, underwhelming blend of coffees from Colombia and Brazil, a bit stale and perhaps roasted too hot."
First Class Joe (ground),79,Not disclosed,Very Dark,6,6,6,6,5,"A low-toned, barely sweet, quite burnt/bitter cup with a slight medicinal edge."
Fighting for Justice Bold Coffee,78,Honduras,Dark,6,5,6,6,6,"This 100% Honduras coffee was dark-roasted by Burke Brands for Rudy Giuliani’s coffee brand, Rudy. This 100% Honduras coffee was dark-roasted by Burke Brands for Rudy Giuliani’s coffee brand, Rudy. It’s a burnt, vegetal, compost cup with nothing to recommend it unless you are a fan of the cause."
